"#","Institution Name","City","State","Latitude","Longitude"
"2187","Midongsan Arboretum","","Chungcheongbuk-do","36.62596","127.66719"
"2188","The Garden of Morning Calm","","Gyeonggi-do","37.74406","127.35216"
"2189","Wando-Arboretum","","Jeollanam-do","34.35853","126.66847"
"2190","Wild Arboretum Khotmujipulmuji","","Gyeonggi-do","37.801","127.3824"
"2191","Wild Flower Botanical Garden","","Gyeonggi-do","37.50222","127.4697"
"2192","Yongmun World Arboretum","","Gyeonggi-do","37.54284","127.58148"
"2193","Yumyeong-san Botanical Garden","","Gyeonggi-do","37.59265","127.49222"
"2194","Kwanak Arboretum of Seoul National University","Anyang-si","Gyunggi-do","37.4166","126.9333"
"2195","Asan Flower Botanical Garden","Asan-si","Chungcheongnam-do","36.74969","126.86061"
"2196","Baekdudaegan National Arboretum (BDNA)","Bongwa-Gun","Gyeongsangbuk-Do","37.014293","128.808864"
"2197","Bucheon Botanical Garden","Bucheon-si","Gyeonggi-do","37.50512","126.81568"
"2198","Geumgang Park Botanic Garden","Busan","","35.22646","129.07709"
"2199","Kumkang Botanic Garden","Busan","","35.1403","129.0628"
"2200","Jade Garden Natural Arboretum","Chuncheon-si","Gangwon-do","37.83251","127.54199"
"2201","Gangwon Provincial Arboretum","Chunchonsi","Gangwondo","37.90","127.72"
"2202","Deagu Arboretum","Daegu","","35.80264","128.52064"
"2203","Hanbat Arboretum","Daejeon-si","","35.80264","128.52064"
"2204","Konjiam Resort Arboretum","Gawngju-si","Gyeonggi-do","37.341","127.29115"
"2205","Oedo Botania","Geoje-si","Kyungsangnam-do","34.83382","128.70314"
"2206","Sanbangsan Beewon","Geoje-si","gyeongsangnam-do","34.86069","128.52662"
"2207","Keum Kang Arboretum","Gongju-si","Chungcheongnam-do","37.48837","126.83229"
"2208","Seoul Grand Park","Gwacheon-si","Gyeonggi-do","37.4258","127.02281"
"2209","Homyong Alpine Garden","Gyeonggi Do","","36.0000","128.0000"
"2210","Wonkwang Botanical Garden","Iksan-si","Jeollabuk-do","35.97133","126.95218"
"2211","Incheon Arboretum","Incheon","","37.7022","126.32978"
"2212","Halla Arboretum","Jeju-si","Jeju-do","33.46993","126.49324"
"2213","Jeju Hallim Tropical World Park","Jeju-si","Jeju-do","33.38952","126.23926"
"2214","Spirited (Bonsai) Garden","Jeju-si","Jeju-do","33.32556","126.25509"
"2215","Korea Expressway Corporation Arboretum","Jeonju-si","Jeollabuk-do","35.87096","127.05434"
"2216","Gyeongsangnam-do Arboretum","Jinju-si","Gyeongsangnam-do","35.1675","128.29268"
"2217","Sandulsori Arboretum","Namyanju-si","Gyeonggi-do","37.65108","127.1014"
"2218","Amorepacific Botanic Garden","Osan-si","Gyeonggi-do","37.1491369","127.0464445"
"2219","Gyeonggi Provincial Mulhyanggi Arboretum","Osan-si","Gyeonggi-do","37.16817","127.05864"
"2220","Korea National Arboretum","Pocheon-Si","Gyeonggi-Do","37.7500","127.1666"
"2221","Pyunggang Botanical Garden","Pocheon-si","Gyeonggi-do","38.0499","127.30601"
"2222","Yoogarden","Pocheon-si","Gyeonggi-do","37.93384","127.22648"
"2223","Gyeongsangbuk-do Arboretum","Pohang-si","Gyeongsangbuk-do","36.21899","129.25923"
"2224","Kee-chung-san Botanic Garden","Pohang-si","Gyeongsangbuk-do","36.0000","128.0000"
"2225","Jeju Botanical Garden, Yeomiji","Seogwipo-si","Jeju-do","33.25266","126.41465"
"2226","Sanghyo Botanical Garden","Seogwipo-si","Jeju-do","33.30722","126.58609"
"2227","Shingu Botanic Garden","Seongnam-si","Gyeonggi-do","37.43389","127.08146"
"2228","Hong-reung Arboretum","Seoul","","37.5931","127.04366"
"2229","Seoul Botanic Park","Seoul","","37.6892413","127.0476102"
"2230","Songsan Arboretum","Seoul","","37.69093","126.75402"
"2231","Ulsan Theme Botanic Gardens & Arboretum","Ulsan-si","","35.53838","129.31136"
"2232","Jangheung Natural Arboretum","Yangju-si","Gyeonggi-do","37.74379","126.94969"
"2233","Hantaek Botanic Garden","Yongin-si","Gyeonnggi-do","36.0000","128.0000"
"2234","Samsung Everland Botanic Garden","Yongin-si","Gyeonggi-do","36.0000","128.0000"
"2235","Jardín Botánico de Castilla-La Mancha","Albacete","Castilla-La Mancha","38.9736062","-1.8621258"
"2236","Real Jardín Botánico Juan Carlos I","Alcalá de Henares","Madrid","40.504167","-3.342071"
"2237","Jardi Botanic de Barcelona","Barcelona","","41.3620","2.1549"
"2238","Jardin Botanico de Bilbao","Bilbao","","43.2598","-2.9318"
"2239","Jardí Botànic Marimurtra","Blanes","Girona","41.4036","2.4804"
"2240","Jardin de Aclimatacion ""Pinya de Rosa""","BLANES","","41.6906","2.7873"
"2241","Jardin Botanico ""El Robledo""","Constantina","","37.8430","-5.5839"
"2242","Jardin Botanico de Cordoba","Cordoba","","37.8713","-4.7941"
"2243","Jardin Botanico de Cordoba- Seed Bank","Cordoba","","37.8700","-4.7857"
"2244","Jardin botanico ""El Castillejo"" (El Castillejo botanical garden)","El Bosque","Cadiz","36.7524","-5.5150"
"2245","Jardín Botánico Atlántico de Gijón","Gijón/Xixón","Asturias","43.5467029","-5.6628859"
"2246","Jardín Botánico Atlántico de Gijón- Seed Bank","Gijón/Xixón","Asturias","43.5467029","-5.6628859"
"2247","Jardín Botánico de Plantas Medicinales de las Islas Pitiusas","Ibiza","Baleares","39.0773591","1.5118375"
"2248","Fuerteventura Botanical Garden of Cacti and Tropical Plants","La Lajita (Pájara) Fuerteventura","Islas Canarias","28.187556","-14.157556"
"2249","Jardin Botanico ""Viera y Clavijo""","Las Palmas de Gran Canaria","Islas Canarias","28.0450","-15.4765"
"2250","Jardín Botánico ""Viera y Clavijo""- Seed Bank","Las Palmas de Gran Canaria","Islas Canarias","28.0450","-15.4765"
"2251","Arboretum i Jardí Botànic Pius Font i Quer","Lleida","","41.626417","0.601892"
"2252","Arboretum-Pinetum Lucus Augusti","Lugo","","43.0056437","-7.5568407"
"2253","Biología Vegetal  - Universidad Politécnica de Madrid","MADRID","","40.4472","-3.7277"
"2254","MEDOMED (Islamic Culture Foundation)","Madrid","","40.4304536","-3.7105118"
"2255","Real Jardin Botanico, CSIC","MADRID","","40.4131","-3.6908"
"2256","Universidad Politécnica de Madrid- Seed Bank","MADRID","","40.4456","3.7281"
"2257","Bioparque ""el Retiro"" sa.","Malaga","","36.6819","-4.4702"
"2258","Jardin Botanico-Historico ""La Concepcion"" de Malaga","Malaga","","36.8114","-4.3559"
"2259","Jardin Botanico ""Umbria de la Virgen""","Maria","","37.7712","-2.2297"
"2260","Jardin Botanico ""El Hornico""","Pozo Alcon","","37.7166","-2.9511"
"2261","Jardin Botanico ""El Albardinal""","Rodalquilar","","36.8478","-2.0418"
"2262","Jardin Botanico de San Fernando","San Fernando","","36.4488","-6.2053"
"2263","Jardín Botánico del Palmetum","Santa Cruz de Tenerife","Islas Canarias","28.45222","-16.256269"
"2264","Xardín Botánico da Universidade de Santiago de Compostela","Santiago de Compostela","Galicia","42.876","-8.563"
"2265","Jardin Botanico ""Torro del Vinagre""","Santiago Pontones","","38.1638","-2.7287"
"2266","Jardin Botanico Universitario de Sierra Nevada","Sierra Nevada","","37.2047","-3.5693"
"2267","Jardin Botanico ""Pena del Olivar""","Siles","","38.3962","-2.6446"
"2268","Jardi Botanic de Soller","Soller","Mallorca","39.7791","2.7102"
"2269","Jardi Botanic de Soller- Seed Bank","Soller","Mallorca","39.7791","2.7102"
"2270","Jardín Botánico Pirámides de Güímar","Tenerife","","28.3196666","-16.4149818"
"2271","Jardin de Aclimatacion de la Orotava","Tenerife","","28.4060","-16.5439"
"2272","Jardí Botànic de la Universitat de València","Valencia","","39.4726","-0.3903"
"2273","Jardí Botànic de la Universitat de València- Seed Bank","Valencia","","39.4726","-0.3903"
"2274","Fundacion Sales Xardin Arboretum","Vigo","Pontevedra","42.215189","-8.763106"
"2275","Seethawaka Wet Zone Botanic Gardens","Awissawella","","6.892730","80.172552"
"2276","Belipola Arboretum","Bandarawela","Uva Province","6.8587828","80.946248"
"2277","Dambulla Arboretum","Dambulla","","7.8689","80.6510"
"2278","Gampaha Botanic Gardens","Gampaha","","7.0898","79.9994"
"2279","Ganewatta Medicinal Plant Garden","Ganewatta","","7.8730","80.7717"
"2280","Hakgala Botanic Gardens","Hakgala","","7.8730","80.7717"
"2281","Medicinal Plant Nursery","Haputale","","7.8730","80.7717"
"2282","Royal Botanic Gardens","Peradeniya","","7.2681","80.5965"
"2283","Soba Arboretum Forest Research Institute","Khartoum","","15.6331","32.5330"
"2284","Jan Starke Opleidings- en Ontspanningscentrum","Paramaribo","","5.472","-55.2134"
"2285","Stichting Nationale Parken","Paramaribo","","5.8448","-55.1601"
"2286","National Herbarium of Suriname","Paramatibo","","5.815","-55.2151"
"2287","Arboretum Alnarpskparken","Alnarp","","55.6585","13.0826"
"2288","Gothenburg Botanical Garden","Göteborg","","57.6969","11.9863"
"2289","Fredriksdal Museums and Gardens","Helsingborg","","56.0595","12.7085"
"2290","Botanic Garden, Lund University","Lund","","55.7026","13.2000"
"2291","Botanic Garden Haga Tradgard","Solna","Stockholm","59.3586","18.0018"
"2292","Bergius Botanic Garden","Stockholm","","59.3327","18.0644"
"2293","Arboretum Norr","Umea","","63.8173","20.3041"
"2294","Botanova","Umeå","","63.8287","20.2581"
"2295","Swedish University of Agricultural Sciences","Uppsala","","59.8147042","17.6613238"
"2296","The Knowledge Park at SLU","Uppsala","Uppsala","59.816068","17.663398"
"2297","The Linnaean Gardens of Uppsala (Uppsala University)","Uppsala","","59.8581","17.6445"
"2298","Arboretum du vallon de l'Aubonne","Aubonne","","46.4953","6.3917"
"2299","Botanischer Garten der Universität Basel","Basel","","47.5596","7.5806"
"2300","Merian Gärten","Basel","","47.5596","7.5806"
"2301","Botanical Garden of the University of Bern","Bern","","46.9479","7.4481"
"2302","Parco Botanico del Cantone Ticino","Brissago","","46.1191","8.7115"
"2303","Conservatoire et Jardin botaniques de la Ville de Genève","Chambésy-Genève","","46.227","6.147"
"2304","Conservatoire et Jardin botaniques de la Ville de Genève - Seed Bank","Chambésy-Genève","","46.2265","6.1455"
"2305","Alpine Garden ""Flore-Alpe""","Champex-lac","","46.0370","7.1054"
"2306","Jardin Botanique de l'Universite de Fribourg","Fribourg","","46.8025","7.1512"
"2307","Station de botanique experimentale","Geneva","","46.2038","6.1399"
"2308","Botanischer Garten Im Eichholz","Grueningen","","47.2842","8.7627"
"2309","Alpengarten Schynige Platte (Alpine Garden)","Interlaken","","46.6854","7.8559"
"2310","Jardin alpin ""La Thomasia""","LAUSANNE","","46.2500","7.1000"
"2311","Musee et Jardins Botaniques Cantonaux","Lausanne","Switzerland","46.5000","6.6166"
"2312","Jardin Alpin de la Commune de Meyrin","Meyrin","","46.2289","6.0714"
"2313","Jardin Alpin des Rochers-de-Naye ""La Rambertia""","Montreux","","46.4313","6.9106"
"2314","Jardin botanique de Neuchâtel","Neuchatel","","47.0001","6.9345"
"2315","Papiliorama Nocturama Tropical Gardens","Neuchatel","","46.9920","6.9309"
"2316","Jardin botanique du Canton du Jura","Porentruy","","47.4144","7.0746"
"2317","Jardin Botanique de St Triphon","Pully","","46.5097","6.6617"
"2318","Botanischer Garten der Stadt St. Gallen","St Gallen","","47.4264","9.3760"
"2319","Botanischer Garten der Universitaet Zurich","Zurich","ZH","47.3575","8.5622"
"2320","Garten zur Katze.","Zurich","","47.3690","8.5380"
"2321","Sukkulenten-Sammlung Zurich","Zürich","","47.3690","8.5380"
"2322","Zoo Zurich","Zurich","","47.3690","8.5380"
"2323","Eidgenossische Forschunganstalt fur Pflanzenbau","Zurich-reckenholz","","47.4258","8.5171"
"2324","Dr Cecilia Koo Botanic Conservation Center","","Pingtung County","22.803771","120.604733"
"2325","Xia-Ping Tropical Botanic Garden of the Experimental Forest","JuShan","Nantou","23.45","120.45"
"2326","Hengchun Tropical Botanic Garden","Pingtung","","22.6751","120.4928"
"2327","Botanic Garden of the National Museum of Natural Science","Taichung","","24.1617","120.6884"
"2328","Taipei Botanical Garden","Taipei City","","25.0618","121.5475"
"2329","Fushan Botanic garden","Yilan","","24.7606","121.7553"
"2330","Dushanbe Botanic Garden","Dushanbe","","38.5737","68.7738"
"2331","Tadzhikistan State University Botanic Garden","Dushanbe","","38.5737","68.7738"
"2332","Khorog Botanic Garden","Khorog","","37.4872","71.5519"
"2333","Kulob Botanic Garden","Kulob","Khatlon","37.9274","69.8002"
"2334","The Botanic Garden","Leninabad","","40.2150","69.6949"
"2335","Varzob Mountain Botanical Garden","Varzob","","38.8610","71.2760"
"2336","Arusha Botanic Garden","Arusha","","-3.44","36.67"
"2337","Friends of the Museums of Tanzania","Dar Es Salaam","","-6.8198","39.2799"
"2338","Amani Botanical Garden","Tanga","","-9.0108","36.0415"
"2339","Tanga Coastal Forests Botanic Garden","Tanga","","-5.0904283","39.0764694"
"2340","Usambaras Arboretum","Usambaras","","-6.3690","34.8888"
"2341","Migombani Botanical Garden","Zanzibar","","-6.0974","39.3822"
"2342","Huay Kaew Arboretum","Chiang Mai","Chiang Mai","18.810006","98.950122"
"2343","Queen Sirikit Botanic Garden","Chiang Mai","Chiang Mai province","18.6949","98.7897"
"2344","Mae Fah Luang Botanical Garden","Chiang Rai","","19.9077031","99.7950186"
"2345","Walai Rukhavej Botanical Research Institute","Mahasarakham","","16.0244","103.1741"
"2346","Rajabhat University Botanical Garden","Mueang Nakhon Sawan","Nakhon Sawan Province","15.688753","100.106556"
"2347","Central (Phukae) Botanic Gardens","Mueng","Saraburi province","14.6441","101.0146"
"2348","Nong Nooch Tropical Botanical Garden","Pattaya","Chonburi province","13.3621","100.9837"
"2349","Eastern (Khao Hin Son) Botanical Garden","Phanom Sarakham district","Chachoengsao province","13.7485","101.3466"
"2350","Phuket Zoo Co., Ltd","Phuket","Phuket province","7.842644","98.358519"
"2351","Sireeruckhachati Nature Learning Park","Salaya, Phuttamonthon","Nakkon Pathom","13.7902868","100.319973"
"2352","Khao Chong Botanical Garden","Tambon Chong, Nayong District","Trang province","7.548073","99.793625"
"2353","Northeastern (Dong Fa Huan) Botanic Garden","Ubon Ratchathani","Ubon Ratchathani province","15.1538","105.0038"
"2354","Peninsular (Thung Khai) Botanic Garden","Yan Ta Khao district","Trang province","7.4931","99.8876"
"2355","Jardin botanique de l'Université de Kara","Kara","","9.6811","1.11"
"2356","Division des Espaces Verts et des Jardins Botaniques","Lome","","6.1228","1.2255"
"2357","Jardin Botanique de Bayeme","Lome","","6.1228","1.2255"
"2358","Jardin Botanique de l'Universite du Benin","Lome","","6.1228","1.2255"
"2359","Royal Botanic Gardens of Trinidad and Tobago","Port Of Spain","","10.6595","-61.4789"
"2360","Botanic Gardens","Scarborough","","11.1839","-60.7367"
"2361","Botanic Garden","Ariana","","36.8750","9.9583"
"2362","I.N.R.A.T.","Ariana","","36.8750","9.9583"
"2363","Monastir Medicinal Botanic Garden","Monastir","","35.7678","10.8225"
"2364","Jardin des Plantes de la Ville de Tunis","Tunis","","36.8117","10.1761"
"2365","Çukurova University Ali Nihat Gökyi?it Botanical Garden","Adana","","37.02","35.21"
"2366","Ankara Universitesi","Ankara","","39.9438","32.8560"
"2367","Ege Universitesi (Aegean University Botanical Garden & Herbarium Research and Application Center)","Bornova-Izmir","","38.4662","27.2196"
"2368","Gaziantep Botanic Garden","Gaziantep","Türkiye","37.06455","37.34963"
"2369","Suleyman Demirel University Botanical Garden","Isparta","","37.7635","30.5589"
"2370","Ataturk Arboretum","Istanbul","","41.0306","29.0901"
"2371","Istanbul Universitesi Botanik Bahcesi","Istanbul","TURKEY","41.0041","28.9400"
"2372","Karaca Arboretum","Istanbul","","40.6532","29.2769"
"2373","Malva Permaculture Farm","Istanbul","","41.1248763","28.1857648"
"2374","Nezahat Gokyigit Botanic Garden","Istanbul","","40.992976","29.115465"
"2375","Central Botanic Garden","Ashkhabad","","37.9509","58.3794"
"2376","Turks and Caicos Botanical and Cultural Garden","Grand Turk","","21.461138","-71.1426199"
"2377","Entebbe Botanic Gardens","Entebbe","","0.0869","32.4692"
"2378","Tooro Botanical Gardens","Fort Portal","","0.6605","30.2783"
"2379","Makerere University Botanical Garden","Kampala","","0.3376","32.5772"
"2380","Nature Palace Botanical Gardens","Kampala","","0.3133","32.5713"
"2381","Arboretum ""Veseli Bokovenki""","","","48.2173","32.8592"
"2382","Dendropark of Ukraine Institute of Cattle Breeding","Askania Nova","Chaplin District","46.46015","33.8774"
"2383","The State Dendrological Park ""Alexandria"" of Ukrainian National Academy of Sciences","Belaja Tserkov","","49.81185","30.06715"
"2384","The Botanical Garden of the Pedagogical Institute","Cherkassy","","49.42689","32.05703"
"2385","Jurij Fedkovich National University Botanic Garden","Chernivtsi","","48.28029","25.93631"
"2386","Dnepropetrovsk National University Botanic Garden","Dnepr (Dnepropetrovsk)","","48.27","35.03"
"2387","Dniepropetrovsk Botanic Garden","Dniepropetrovsk","","48.46433","35.0451"
"2388","The State University Botanical Garden","Dniepropetrovsk","","48.43589","35.04282"
"2389","Dokuchaevsk botani<U+0441>al gardens","Dokuchaevsk","Donestky region","47.768","37.68367"
"2390","Donetsk Botanical Garden","Donetsk","Donetsk region","48.00958","37.8785"
"2391","Botanical Garden Podolski State Agricultural and Technical University","Kamenetz-Podolsk","Khmelnitsky Region","48.66869","26.58077"
